id,value
Environment and Public Health.Environment.Meteorological Concepts.Atmosphere.Weather.Cold Temperature.Extreme Cold,N06.230.300.100.725.154.500
Environment and Public Health.Environment.Meteorological Concepts.Atmosphere.Weather.Hot Temperature,N06.230.300.100.725.232
Environment and Public Health.Environment.Meteorological Concepts.Atmosphere.Weather.Hot Temperature.Extreme Heat,N06.230.300.100.725.232.500
Environment and Public Health.Environment.Meteorological Concepts.Atmosphere.Weather.Humidity,N06.230.300.100.725.310
Environment and Public Health.Environment.Meteorological Concepts.Atmosphere.Weather.Lightning,N06.230.300.100.725.375
Environment and Public Health.Environment.Meteorological Concepts.Atmosphere.Weather.Rain,N06.230.300.100.725.450
Environment and Public Health.Environment.Meteorological Concepts.Atmosphere.Weather.Rain.Acid Rain,N06.230.300.100.725.450.050
Environment and Public Health.Environment.Meteorological Concepts.Atmosphere.Weather.Snow,N06.230.300.100.725.480
Environment and Public Health.Environment.Meteorological Concepts.Atmosphere.Weather.Sunlight,N06.230.300.100.725.525
Environment and Public Health.Environment.Meteorological Concepts.Atmosphere.Weather.Sunlight.Infrared Rays,N06.230.300.100.725.525.400
Environment and Public Health.Environment.Meteorological Concepts.Atmosphere.Weather.Sunlight.Ultraviolet Rays,N06.230.300.100.725.525.600
Environment and Public Health.Environment.Meteorological Concepts.Atmosphere.Weather.Temperature,N06.230.300.100.725.710
Environment and Public Health.Environment.Meteorological Concepts.Atmosphere.Weather.Temperature.Cold Temperature,N06.230.300.100.725.710.300
Environment and Public Health.Environment.Meteorological Concepts.Atmosphere.Weather.Temperature.Cold Temperature.Extreme Cold,N06.230.300.100.725.710.300.500
Environment and Public Health.Environment.Meteorological Concepts.Atmosphere.Weather.Temperature.Hot Temperature,N06.230.300.100.725.710.380
Environment and Public Health.Environment.Meteorological Concepts.Atmosphere.Weather.Temperature.Hot Temperature.Extreme Heat,N06.230.300.100.725.710.380.500
Environment and Public Health.Environment.Meteorological Concepts.Atmosphere.Weather.Wind,N06.230.300.100.725.780
Environment and Public Health.Environment.Natural Resources,N06.230.350
Environment and Public Health.Environment.Natural Resources.Water Resources,N06.230.350.500
Environment and Public Health.Environment.Noise,N06.230.400
"Environment and Public Health.Environment.Noise.Noise, Occupational",N06.230.400.500
"Environment and Public Health.Environment.Noise.Noise, Transportation",N06.230.400.550
Environment and Public Health.Environment.Odorants,N06.230.480
Environment and Public Health.Environment.Rain,N06.230.520
Environment and Public Health.Environment.Rain.Acid Rain,N06.230.520.050
Environment and Public Health.Environment.Soil,N06.230.600
Environment and Public Health.Environment.Soil.Permafrost,N06.230.600.500
Environment and Public Health.Environment.Steam,N06.230.650
Environment and Public Health.Environment.Structure Collapse,N06.230.750
Environment and Public Health.Environment.Water Movements,N06.230.850
Environment and Public Health.Public Health,N06.850
Environment and Public Health.Public Health.Accidents,N06.850.135
Environment and Public Health.Public Health.Accidents.Accident Prevention,N06.850.135.060
Environment and Public Health.Public Health.Accidents.Accident Prevention.Safety,N06.850.135.060.075
Environment and Public Health.Public Health.Accidents.Accident Prevention.Safety.Chemical Safety,N06.850.135.060.075.199
Environment and Public Health.Public Health.Accidents.Accident Prevention.Safety.Containment of Biohazards,N06.850.135.060.075.249
Environment and Public Health.Public Health.Accidents.Accident Prevention.Safety.Hazard Analysis and Critical Control Points,N06.850.135.060.075.299
Environment and Public Health.Public Health.Accidents.Accident Prevention.Safety.Patient Harm,N06.850.135.060.075.349
Environment and Public Health.Public Health.Accidents.Accident Prevention.Safety.Patient Safety,N06.850.135.060.075.399
Environment and Public Health.Public Health.Accidents.Accident Prevention.Safety.Safety Management,N06.850.135.060.075.800
Environment and Public Health.Public Health.Accidents.Accident Prevention.Safety.Safety Management.Material Safety Data Sheets,N06.850.135.060.075.800.500
Environment and Public Health.Public Health.Accidents.Accidental Falls,N06.850.135.122
"Environment and Public Health.Public Health.Accidents.Accidents, Aviation",N06.850.135.185
Environment and Public Health.Public Health.Accidents.Biohazard Release,N06.850.135.190
Environment and Public Health.Public Health.Accidents.Biohazard Release.Sverdlovsk Accidental Release,N06.850.135.190.500
Environment and Public Health.Public Health.Accidents.Chemical Hazard Release,N06.850.135.195
Environment and Public Health.Public Health.Accidents.Chemical Hazard Release.Bhopal Accidental Release,N06.850.135.195.249
Environment and Public Health.Public Health.Accidents.Chemical Hazard Release.Seveso Accidental Release,N06.850.135.195.500
"Environment and Public Health.Public Health.Accidents.Accidents, Home",N06.850.135.217
"Environment and Public Health.Public Health.Accidents.Accidents, Occupational",N06.850.135.240
"Environment and Public Health.Public Health.Accidents.Accidents, Traffic",N06.850.135.392
Environment and Public Health.Public Health.Accidents.Drowning,N06.850.135.696
Environment and Public Health.Public Health.Accidents.Drowning.Near Drowning,N06.850.135.696.500
Environment and Public Health.Public Health.Accidents.Radioactive Hazard Release,N06.850.135.848
Environment and Public Health.Public Health.Accidents.Radioactive Hazard Release.Chernobyl Nuclear Accident,N06.850.135.848.500
Environment and Public Health.Public Health.Accidents.Radioactive Hazard Release.Fukushima Nuclear Accident,N06.850.135.848.750
Environment and Public Health.Public Health.Carrier State,N06.850.160
Environment and Public Health.Public Health.Consumer Product Safety,N06.850.210
Environment and Public Health.Public Health.Consumer Product Safety.Device Approval,N06.850.210.275
Environment and Public Health.Public Health.Consumer Product Safety.Device Approval.Diagnostic Test Approval,N06.850.210.275.500
Environment and Public Health.Public Health.Consumer Product Safety.Product Recalls and Withdrawals,N06.850.210.637
Environment and Public Health.Public Health.Consumer Product Safety.Product Recalls and Withdrawals.Drug Recalls,N06.850.210.637.200
Environment and Public Health.Public Health.Consumer Product Safety.Product Recalls and Withdrawals.Medical Device Recalls,N06.850.210.637.500
Environment and Public Health.Public Health.Consumer Product Safety.Product Recalls and Withdrawals.Safety-Based Drug Withdrawals,N06.850.210.637.700
Environment and Public Health.Public Health.Consumer Product Safety.Product Recalls and Withdrawals.Safety-Based Medical Device Withdrawals,N06.850.210.637.750
Environment and Public Health.Public Health.Disease Eradication,N06.850.275
Environment and Public Health.Public Health.Disease Eradication.Mass Drug Administration,N06.850.275.500
Environment and Public Health.Public Health.Disease Outbreaks,N06.850.290
Environment and Public Health.Public Health.Disease Outbreaks.Epidemics,N06.850.290.200
Environment and Public Health.Public Health.Disease Outbreaks.Epidemics.Pandemics,N06.850.290.200.600
Environment and Public Health.Public Health.Disease Reservoirs,N06.850.295
Environment and Public Health.Public Health.Disease Reservoirs.Fomites,N06.850.295.300
"Environment and Public Health.Public Health.Disease Transmission, Infectious",N06.850.310
"Environment and Public Health.Public Health.Disease Transmission, Infectious.Basic Reproduction Number",N06.850.310.149
"Environment and Public Health.Public Health.Disease Transmission, Infectious.Disease Vectors",N06.850.310.350
"Environment and Public Health.Public Health.Disease Transmission, Infectious.Disease Vectors.Arthropod Vectors",N06.850.310.350.100
"Environment and Public Health.Public Health.Disease Transmission, Infectious.Disease Vectors.Arthropod Vectors.Arachnid Vectors",N06.850.310.350.100.100
"Environment and Public Health.Public Health.Disease Transmission, Infectious.Disease Vectors.Arthropod Vectors.Insect Vectors",N06.850.310.350.100.500
"Environment and Public Health.Public Health.Disease Transmission, Infectious.Disease Vectors.Arthropod Vectors.Insect Vectors.Mosquito Vectors",N06.850.310.350.100.500.500
"Environment and Public Health.Public Health.Disease Transmission, Infectious.Infectious Disease Incubation Period",N06.850.310.405
"Environment and Public Health.Public Health.Disease Transmission, Infectious.Infectious Disease Transmission, Patient-to-Professional",N06.850.310.410
"Environment and Public Health.Public Health.Disease Transmission, Infectious.Infectious Disease Transmission, Professional-to-Patient",N06.850.310.415
"Environment and Public Health.Public Health.Disease Transmission, Infectious.Infectious Disease Transmission, Vertical",N06.850.310.425
Environment and Public Health.Public Health.Drug Contamination,N06.850.360
Environment and Public Health.Public Health.Emergencies,N06.850.376
Environment and Public Health.Public Health.Endemic Diseases,N06.850.392
Environment and Public Health.Public Health.Environmental Medicine,N06.850.420
Environment and Public Health.Public Health.Environmental Microbiology,N06.850.425
Environment and Public Health.Public Health.Environmental Microbiology.Air Microbiology,N06.850.425.110
Environment and Public Health.Public Health.Environmental Microbiology.Food Microbiology,N06.850.425.200
Environment and Public Health.Public Health.Environmental Microbiology.Soil Microbiology,N06.850.425.300
Environment and Public Health.Public Health.Environmental Microbiology.Water Microbiology,N06.850.425.450
Environment and Public Health.Public Health.Environmental Pollution,N06.850.460
Environment and Public Health.Public Health.Environmental Pollution.Air Pollution,N06.850.460.100
"Environment and Public Health.Public Health.Environmental Pollution.Air Pollution.Air Pollution, Indoor",N06.850.460.100.080
"Environment and Public Health.Public Health.Environmental Pollution.Air Pollution.Air Pollution, Radioactive",N06.850.460.100.110
Environment and Public Health.Public Health.Environmental Pollution.Air Pollution.Tobacco Smoke Pollution,N06.850.460.100.555
Environment and Public Health.Public Health.Environmental Pollution.Biofouling,N06.850.460.150
Environment and Public Health.Public Health.Environmental Pollution.Body Burden,N06.850.460.200
Environment and Public Health.Public Health.Environmental Pollution.Body Burden.Drug Residues,N06.850.460.200.250
Environment and Public Health.Public Health.Environmental Pollution.Body Burden.Pesticide Residues,N06.850.460.200.700
Environment and Public Health.Public Health.Environmental Pollution.Environmental Exposure,N06.850.460.350
Environment and Public Health.Public Health.Environmental Pollution.Environmental Exposure.Dietary Exposure,N06.850.460.350.040
Environment and Public Health.Public Health.Environmental Pollution.Environmental Exposure.Environmental Monitoring,N06.850.460.350.080
Environment and Public Health.Public Health.Environmental Pollution.Environmental Exposure.Environmental Monitoring.Environmental Biomarkers,N06.850.460.350.080.250
Environment and Public Health.Public Health.Environmental Pollution.Environmental Exposure.Environmental Monitoring.Biological Oxygen Demand Analysis,N06.850.460.350.080.500
Environment and Public Health.Public Health.Environmental Pollution.Environmental Exposure.Environmental Monitoring.Water Quality,N06.850.460.350.080.750
Environment and Public Health.Public Health.Environmental Pollution.Environmental Exposure.Inhalation Exposure,N06.850.460.350.112
Environment and Public Health.Public Health.Environmental Pollution.Environmental Exposure.Maternal Exposure,N06.850.460.350.145
Environment and Public Health.Public Health.Environmental Pollution.Environmental Exposure.Maximum Allowable Concentration,N06.850.460.350.210
Environment and Public Health.Public Health.Environmental Pollution.Environmental Exposure.Occupational Exposure,N06.850.460.350.600
Environment and Public Health.Public Health.Environmental Pollution.Environmental Exposure.Occupational Exposure.Maximum Allowable Concentration,N06.850.460.350.600.615
Environment and Public Health.Public Health.Environmental Pollution.Environmental Exposure.Occupational Exposure.Threshold Limit Values,N06.850.460.350.600.807
Environment and Public Health.Public Health.Environmental Pollution.Environmental Exposure.Occupational Exposure.War Exposure,N06.850.460.350.600.903
Environment and Public Health.Public Health.Environmental Pollution.Environmental Exposure.Occupational Exposure.War Exposure.War-Related Injuries,N06.850.460.350.600.903.500
Environment and Public Health.Public Health.Environmental Pollution.Environmental Exposure.Paternal Exposure,N06.850.460.350.700
Environment and Public Health.Public Health.Environmental Pollution.Environmental Exposure.Radiation Exposure,N06.850.460.350.850
Environment and Public Health.Public Health.Environmental Pollution.Environmental Exposure.Radiation Exposure.Radiation Injuries,N06.850.460.350.850.500
"Environment and Public Health.Public Health.Environmental Pollution.Environmental Exposure.Radiation Exposure.Radiation Injuries.Abnormalities, Radiation-Induced",N06.850.460.350.850.500.031
Environment and Public Health.Public Health.Environmental Pollution.Environmental Exposure.Radiation Exposure.Radiation Injuries.Acute Radiation Syndrome,N06.850.460.350.850.500.158
"Environment and Public Health.Public Health.Environmental Pollution.Environmental Exposure.Radiation Exposure.Radiation Injuries.Radiation Injuries, Experimental",N06.850.460.350.850.500.285
Environment and Public Health.Public Health.Environmental Pollution.Environmental Restoration and Remediation,N06.850.460.375
"Environment and Public Health.Public Health.Environmental Pollution.Environmental Restoration and Remediation.Biodegradation, Environmental",N06.850.460.375.500
Environment and Public Health.Public Health.Environmental Pollution.Food Contamination,N06.850.460.400
"Environment and Public Health.Public Health.Environmental Pollution.Food Contamination.Food Contamination, Radioactive",N06.850.460.400.250
Environment and Public Health.Public Health.Environmental Pollution.Food Contamination.Food Microbiology,N06.850.460.400.300
Environment and Public Health.Public Health.Environmental Pollution.Food Contamination.Food Parasitology,N06.850.460.400.650
Environment and Public Health.Public Health.Environmental Pollution.Noise,N06.850.460.610
"Environment and Public Health.Public Health.Environmental Pollution.Noise.Noise, Occupational",N06.850.460.610.526
"Environment and Public Health.Public Health.Environmental Pollution.Noise.Noise, Transportation",N06.850.460.610.680
Environment and Public Health.Public Health.Environmental Pollution.Petroleum Pollution,N06.850.460.660
Environment and Public Health.Public Health.Environmental Pollution.Waste Products,N06.850.460.710
Environment and Public Health.Public Health.Environmental Pollution.Waste Products.Electronic Waste,N06.850.460.710.189
Environment and Public Health.Public Health.Environmental Pollution.Waste Products.Hazardous Waste,N06.850.460.710.380
Environment and Public Health.Public Health.Environmental Pollution.Waste Products.Hazardous Waste.Radioactive Waste,N06.850.460.710.380.638
Environment and Public Health.Public Health.Environmental Pollution.Waste Products.Industrial Waste,N06.850.460.710.420
Environment and Public Health.Public Health.Environmental Pollution.Waste Products.Medical Waste,N06.850.460.710.460
Environment and Public Health.Public Health.Environmental Pollution.Waste Products.Medical Waste.Dental Waste,N06.850.460.710.460.150
Environment and Public Health.Public Health.Environmental Pollution.Waste Products.Medical Waste.Medical Waste Disposal,N06.850.460.710.460.300
Environment and Public Health.Public Health.Environmental Pollution.Waste Products.Solid Waste,N06.850.460.710.730
Environment and Public Health.Public Health.Environmental Pollution.Waste Products.Waste Water,N06.850.460.710.865
Environment and Public Health.Public Health.Environmental Pollution.Water Pollution,N06.850.460.790
Environment and Public Health.Public Health.Environmental Pollution.Water Pollution.Non-Point Source Pollution,N06.850.460.790.205
"Environment and Public Health.Public Health.Environmental Pollution.Water Pollution.Water Pollution, Chemical",N06.850.460.790.410
"Environment and Public Health.Public Health.Environmental Pollution.Water Pollution.Water Pollution, Chemical.Acid Rain",N06.850.460.790.410.050
"Environment and Public Health.Public Health.Environmental Pollution.Water Pollution.Water Pollution, Radioactive",N06.850.460.790.460
Environment and Public Health.Public Health.Environmental Pollution.Water Pollution.Water Quality,N06.850.460.790.730
Environment and Public Health.Public Health.Epidemiologic Factors,N06.850.490
Environment and Public Health.Public Health.Epidemiologic Factors.Age Factors,N06.850.490.250
Environment and Public Health.Public Health.Epidemiologic Factors.Age Factors.Age of Onset,N06.850.490.250.100
Environment and Public Health.Public Health.Epidemiologic Factors.Age Factors.Maternal Age,N06.850.490.250.550
Environment and Public Health.Public Health.Epidemiologic Factors.Bias,N06.850.490.500
Environment and Public Health.Public Health.Epidemiologic Factors.Bias.Observer Variation,N06.850.490.500.250
Environment and Public Health.Public Health.Epidemiologic Factors.Bias.Selection Bias,N06.850.490.500.500
Environment and Public Health.Public Health.Epidemiologic Factors.Causality,N06.850.490.625
Environment and Public Health.Public Health.Epidemiologic Factors.Causality.Precipitating Factors,N06.850.490.625.500
Environment and Public Health.Public Health.Epidemiologic Factors.Causality.Protective Factors,N06.850.490.625.625
Environment and Public Health.Public Health.Epidemiologic Factors.Causality.Risk Factors,N06.850.490.625.750
Environment and Public Health.Public Health.Epidemiologic Factors.Comorbidity,N06.850.490.687
Environment and Public Health.Public Health.Epidemiologic Factors.Comorbidity.Multimorbidity,N06.850.490.687.500
Environment and Public Health.Public Health.Epidemiologic Factors.Confounding Factors (Epidemiology),N06.850.490.718
"Environment and Public Health.Public Health.Epidemiologic Factors.Effect Modifier, Epidemiologic",N06.850.490.734
"Environment and Public Health.Public Health.Epidemiologic Factors.Effect Modifier, Epidemiologic.Cohort Effect",N06.850.490.734.500
"Environment and Public Health.Public Health.Epidemiologic Factors.Effect Modifier, Epidemiologic.Healthy Worker Effect",N06.850.490.734.750
"Environment and Public Health.Public Health.Epidemiologic Factors.Effect Modifier, Epidemiologic.Placebo Effect",N06.850.490.734.875
"Environment and Public Health.Public Health.Epidemiologic Factors.Effect Modifier, Epidemiologic.Placebo Effect.Nocebo Effect",N06.850.490.734.875.500
Environment and Public Health.Public Health.Epidemiologic Factors.Reproductive History,N06.850.490.812
Environment and Public Health.Public Health.Epidemiologic Factors.Reproductive History.Gravidity,N06.850.490.812.250
Environment and Public Health.Public Health.Epidemiologic Factors.Reproductive History.Parity,N06.850.490.812.600
Environment and Public Health.Public Health.Epidemiologic Factors.Sex Factors,N06.850.490.875
Environment and Public Health.Public Health.Epidemiologic Measurements,N06.850.505
Environment and Public Health.Public Health.Epidemiologic Measurements.Biometry,N06.850.505.200
Environment and Public Health.Public Health.Epidemiologic Measurements.Biometry.Anthropometry,N06.850.505.200.100
Environment and Public Health.Public Health.Epidemiologic Measurements.Biometry.Anthropometry.Body Mass Index,N06.850.505.200.100.175
Environment and Public Health.Public Health.Epidemiologic Measurements.Biometry.Anthropometry.Cephalometry,N06.850.505.200.100.300
Environment and Public Health.Public Health.Epidemiologic Measurements.Biometry.Anthropometry.Crown-Rump Length,N06.850.505.200.100.400
Environment and Public Health.Public Health.Epidemiologic Measurements.Biometry.Anthropometry.Kinanthropometry,N06.850.505.200.100.700
Environment and Public Health.Public Health.Epidemiologic Measurements.Demography,N06.850.505.400
Environment and Public Health.Public Health.Epidemiologic Measurements.Demography.Age Distribution,N06.850.505.400.050
Environment and Public Health.Public Health.Epidemiologic Measurements.Demography.Censuses,N06.850.505.400.225
Environment and Public Health.Public Health.Epidemiologic Measurements.Demography.Family Characteristics,N06.850.505.400.400
Environment and Public Health.Public Health.Epidemiologic Measurements.Demography.Family Characteristics.Birth Order,N06.850.505.400.400.160
Environment and Public Health.Public Health.Epidemiologic Measurements.Demography.Health Status,N06.850.505.400.425
Environment and Public Health.Public Health.Epidemiologic Measurements.Demography.Health Status.Geriatric Assessment,N06.850.505.400.425.350
Environment and Public Health.Public Health.Epidemiologic Measurements.Demography.Health Status.Health Status Disparities,N06.850.505.400.425.675
Environment and Public Health.Public Health.Epidemiologic Measurements.Demography.Health Status.Quality of Life,N06.850.505.400.425.837
