id,name
G03.500,Metabolome
G03.558,Nitrosation
G03.615,Osmoregulation
G03.615.500,Water-Electrolyte Balance
G03.615.500.500,Kallikrein-Kinin System
G03.615.500.750,"Water Loss, Insensible"
G03.673,Oxidative Stress
G03.673.345,Nitrosative Stress
G03.673.690,Protein Carbonylation
G03.680,Oxygen Consumption
G03.680.110,Anaerobic Threshold
G03.680.365,Metabolic Equivalent
G03.734,Peptide Biosynthesis
G03.734.050,Aminoacylation
G03.734.050.860,Transfer RNA Aminoacylation
G03.734.333,"Peptide Biosynthesis, Nucleic Acid-Independent"
G03.734.871,Protein Biosynthesis
G03.734.871.200,"Frameshifting, Ribosomal"
G03.734.871.640,"Peptide Chain Elongation, Translational"
G03.734.871.650,"Peptide Chain Initiation, Translational"
G03.734.871.720,"Peptide Chain Termination, Translational"
G03.734.871.790,"Protein Modification, Translational"
G03.734.871.790.600,"Protein Processing, Post-Translational"
G03.734.871.790.600.200,ADP-Ribosylation
G03.734.871.790.600.200.500,Poly ADP Ribosylation
G03.734.871.790.600.300,Citrullination
G03.734.871.790.600.400,Protein Prenylation
G03.734.871.790.600.700,Protein Splicing
G03.734.871.790.600.831,Ubiquitination
G03.734.871.790.600.831.500,Sumoylation
G03.734.871.790.600.850,Unfolded Protein Response
G03.734.871.790.600.850.500,Endoplasmic Reticulum-Associated Degradation
G03.734.871.850,Transfer RNA Aminoacylation
G03.787,Pharmacokinetics
G03.787.024,Absorption
G03.787.024.500,"Absorption, Physiological"
G03.787.024.500.374,Gastrointestinal Absorption
G03.787.024.500.374.249,Gastric Absorption
G03.787.024.500.374.500,Intestinal Absorption
G03.787.024.500.374.500.500,Intestinal Reabsorption
G03.787.024.500.374.650,Oral Mucosal Absorption
G03.787.024.500.374.825,Rectal Absorption
G03.787.024.500.562,Intramuscular Absorption
G03.787.024.500.656,Ocular Absorption
G03.787.024.500.667,Peritoneal Absorption
G03.787.024.500.679,Renal Reabsorption
G03.787.024.500.703,Respiratory Tract Absorption
G03.787.024.500.703.500,Nasal Absorption
G03.787.024.500.750,Skin Absorption
G03.787.024.500.875,Subcutaneous Absorption
G03.787.024.500.937,Vaginal Absorption
G03.787.101,Area Under Curve
G03.787.151,Biological Availability
G03.787.225,Biotransformation
G03.787.225.224,"Activation, Metabolic"
G03.787.225.450,"Inactivation, Metabolic"
G03.787.225.450.500,"Metabolic Detoxication, Phase I"
G03.787.225.450.750,"Metabolic Detoxication, Phase II"
G03.787.273,Cutaneous Elimination
G03.787.321,Drug Liberation
G03.787.380,Hepatobiliary Elimination
G03.787.383,Intestinal Elimination
G03.787.387,Lacrimal Elimination
G03.787.391,Lacteal Elimination
G03.787.395,Pulmonary Elimination
G03.787.410,Renal Elimination
G03.787.440,Salivary Elimination
G03.787.559,Therapeutic Equivalency
G03.787.917,Tissue Distribution
G03.796,Phosphorylation
G03.796.550,Oxidative Phosphorylation
G03.796.605,Photophosphorylation
G03.800,Phototrophic Processes
G03.800.700,Photosynthesis
G03.800.700.700,Photophosphorylation
G03.804,Prenylation
G03.804.500,Protein Prenylation
G03.808,Protein Binding
G03.812,Proteolysis
G03.816,Proteostasis
G03.820,Renin-Angiotensin System
G03.839,"RNA Processing, Post-Transcriptional"
G03.839.112,Nonsense Mediated mRNA Decay
G03.839.225,RNA 3' End Processing
G03.839.225.710,Polyadenylation
G03.839.250,RNA Editing
G03.839.700,RNA Splicing
G03.839.700.100,Alternative Splicing
G03.839.700.750,Trans-Splicing
G03.857,Secretory Rate
G03.893,Toxicokinetics
