id,name
M01.526.693,Miners
M01.526.702,Educational Personnel
M01.526.702.250,Faculty
M01.526.702.250.273,"Faculty, Dental"
M01.526.702.250.373,"Faculty, Medical"
M01.526.702.250.473,"Faculty, Nursing"
M01.526.702.250.736,"Faculty, Pharmacy"
M01.526.702.500,School Teachers
M01.526.727,Pilots
M01.526.760,Police
M01.526.799,Religious Personnel
M01.526.799.500,Clergy
M01.526.799.750,Monks
M01.526.799.875,Nuns
M01.526.839,Research Personnel
M01.526.919,Social Workers
M01.620,Parents
M01.620.390,Fathers
M01.620.630,Mothers
M01.620.785,Single Parent
M01.620.892,Surrogate Mothers
M01.643,Patients
M01.643.050,"Adolescent, Hospitalized"
M01.643.154,"Adolescent, Institutionalized"
M01.643.259,"Child, Hospitalized"
M01.643.364,"Child, Institutionalized"
M01.643.470,Inpatients
M01.643.550,No-Show Patients
M01.643.630,Outpatients
M01.665,Pedestrians
M01.686,Population Groups
M01.686.508,Continental Population Groups
M01.686.508.100,African Continental Ancestry Group
M01.686.508.100.100,African Americans
M01.686.508.150,American Native Continental Ancestry Group
M01.686.508.150.288,Alaska Natives
M01.686.508.150.575,"Indians, Central American"
M01.686.508.150.600,"Indians, North American"
M01.686.508.150.625,"Indians, South American"
M01.686.508.150.675,Inuits
M01.686.508.200,Asian Continental Ancestry Group
M01.686.508.200.100,Asian Americans
M01.686.508.400,European Continental Ancestry Group
M01.686.508.600,Oceanic Ancestry Group
M01.686.754,Ethnic Groups
M01.686.754.100,African Americans
M01.686.754.133,Amish
M01.686.754.167,Arabs
M01.686.754.225,Asian Americans
M01.686.754.283,Roma
M01.686.754.441,Hispanic Americans
M01.686.754.441.500,Mexican Americans
M01.686.754.520,Inuits
M01.686.754.600,Jews
M01.729,Prisoners
M01.729.500,Prisoners of War
M01.755,Refugees
M01.774,Research Subjects
M01.774.500,Healthy Volunteers
M01.776,Sex Workers
M01.777,Sexual and Gender Minorities
M01.777.500,Transgender Persons
M01.778,Sexual Partners
M01.781,Siblings
M01.785,Single Person
M01.800,Slaves
M01.808,Smokers
M01.816,Spouses
M01.848,Students
M01.848.602,Student Dropouts
M01.848.769,"Students, Health Occupations"
M01.848.769.519,"Students, Dental"
M01.848.769.602,"Students, Medical"
M01.848.769.685,"Students, Nursing"
M01.848.769.768,"Students, Pharmacy"
M01.848.769.851,"Students, Premedical"
M01.848.769.925,"Students, Public Health"
M01.860,Survivors
M01.860.300,Adult Survivors of Child Adverse Events
M01.860.300.500,Adult Survivors of Child Abuse
M01.860.350,Cancer Survivors
M01.860.400,HIV Long-Term Survivors
M01.873,Terminally Ill
M01.898,Tissue Donors
M01.898.313,Blood Donors
M01.898.656,Living Donors
M01.898.828,Unrelated Donors
M01.920,Transients and Migrants
M01.925,Transplant Recipients
M01.928,Vegetarians
M01.928.500,Vegans
M01.930,Veterans
M01.935,Visitors to Patients
M01.955,Volunteers
M01.955.236,Healthy Volunteers
M01.955.473,Hospital Volunteers
M01.965,Vulnerable Populations
M01.975,Women
M01.975.155,Battered Women
M01.975.310,"Dentists, Women"
M01.975.790,"Physicians, Women"
M01.975.807,Pregnant Women
M01.975.825,"Women, Working"
M01.987,Working Poor
