id,name
G08.686.784.769.326.520.150,Breech Presentation
G08.686.784.769.326.660,Trial of Labor
G08.686.784.769.326.700,Uterine Contraction
G08.686.784.769.455,Maternal-Fetal Exchange
G08.686.784.769.472,Parity
G08.686.784.769.490,Parturition
G08.686.784.769.490.124,Home Childbirth
G08.686.784.769.490.249,Natural Childbirth
G08.686.784.769.490.500,Term Birth
G08.686.784.769.491,Placentation
G08.686.784.769.494,Pregnancy in Adolescence
G08.686.784.769.498,"Pregnancy, Animal"
G08.686.784.769.498.300,Litter Size
G08.686.784.769.500,"Pregnancy, High-Risk"
G08.686.784.769.520,Pregnancy Maintenance
G08.686.784.769.520.500,Corpus Luteum Maintenance
G08.686.784.769.525,"Pregnancy, Multiple"
G08.686.784.769.525.608,Superfetation
G08.686.784.769.530,Pregnancy Outcome
G08.686.784.769.530.249,Live Birth
G08.686.784.769.530.500,Stillbirth
G08.686.784.769.570,"Pregnancy, Unplanned"
G08.686.784.769.580,"Pregnancy, Unwanted"
G08.686.784.769.600,Prenatal Nutritional Physiological Phenomena
G08.686.784.769.887,Pseudopregnancy
G08.686.784.830,"Reproduction, Asexual"
G08.686.784.830.500,Parthenogenesis
G08.686.784.830.500.500,Apomixis
G08.686.784.891,Reproductive Behavior
G08.686.784.891.500,Contraception Behavior
G08.686.810,Sex
G08.686.815,Sex Characteristics
G08.686.841,Sexual Development
G08.686.841.249,Climacteric
G08.686.841.249.249,Andropause
G08.686.841.249.500,Menopause
G08.686.841.249.500.500,"Menopause, Premature"
G08.686.841.249.500.562,Perimenopause
G08.686.841.249.500.625,Postmenopause
G08.686.841.249.500.812,Premenopause
G08.686.841.374,Puberty
G08.686.841.374.204,Adrenarche
G08.686.841.374.410,Menarche
G08.686.841.437,Sex Determination Processes
G08.686.841.500,Sex Differentiation
G08.686.841.750,Sexual Maturation
G08.686.867,Sexuality
G08.686.867.200,Bisexuality
G08.686.867.400,Heterosexuality
G08.686.867.500,Homosexuality
G08.686.867.500.400,"Homosexuality, Female"
G08.686.867.500.600,"Homosexuality, Male"
G08.686.920,"Viviparity, Nonmammalian"
G08.852,Urinary Tract Physiological Phenomena
G08.852.179,Diuresis
G08.852.179.557,Natriuresis
G08.852.357,Glomerular Filtration Rate
G08.852.536,Kidney Concentrating Ability
G08.852.536.500,Renal Reabsorption
G08.852.725,Renal Circulation
G08.852.725.700,"Renal Blood Flow, Effective"
G08.852.725.740,Renal Plasma Flow
G08.852.725.750,"Renal Plasma Flow, Effective"
G08.852.761,Renal Elimination
G08.852.880,Urination
G08.852.898,Urodynamics
