id,value
CVD.Cardiovascular Abnormalities.Vascular Malformations.Vascular Fistula.Arteriovenous Fistula.Carotid-Cavernous Sinus Fistula,C14.240.850.984.750.500
CVD.Cardiovascular Abnormalities.Vascular Malformations.Vascular Ring,C14.240.850.992
CVD.Cardiovascular Infections,C14.260
"CVD.Cardiovascular Infections.Endocarditis, Bacterial",C14.260.249
"CVD.Cardiovascular Infections.Endocarditis, Bacterial.Endocarditis, Subacute Bacterial",C14.260.249.407
"CVD.Cardiovascular Infections.Syphilis, Cardiovascular",C14.260.500
"CVD.Cardiovascular Infections.Tuberculosis, Cardiovascular",C14.260.750
"CVD.Cardiovascular Infections.Tuberculosis, Cardiovascular.Pericarditis, Tuberculous",C14.260.750.595
CVD.Heart Diseases,C14.280
"CVD.Heart Diseases.Arrhythmias, Cardiac",C14.280.067
"CVD.Heart Diseases.Arrhythmias, Cardiac.Arrhythmia, Sinus",C14.280.067.093
"CVD.Heart Diseases.Arrhythmias, Cardiac.Arrhythmia, Sinus.Sick Sinus Syndrome",C14.280.067.093.249
"CVD.Heart Diseases.Arrhythmias, Cardiac.Arrhythmia, Sinus.Sinus Arrest, Cardiac",C14.280.067.093.500
"CVD.Heart Diseases.Arrhythmias, Cardiac.Atrial Fibrillation",C14.280.067.198
"CVD.Heart Diseases.Arrhythmias, Cardiac.Atrial Flutter",C14.280.067.248
"CVD.Heart Diseases.Arrhythmias, Cardiac.Bradycardia",C14.280.067.319
"CVD.Heart Diseases.Arrhythmias, Cardiac.Brugada Syndrome",C14.280.067.322
"CVD.Heart Diseases.Arrhythmias, Cardiac.Cardiac Complexes, Premature",C14.280.067.325
"CVD.Heart Diseases.Arrhythmias, Cardiac.Cardiac Complexes, Premature.Atrial Premature Complexes",C14.280.067.325.250
"CVD.Heart Diseases.Arrhythmias, Cardiac.Cardiac Complexes, Premature.Ventricular Premature Complexes",C14.280.067.325.500
"CVD.Heart Diseases.Arrhythmias, Cardiac.Commotio Cordis",C14.280.067.441
"CVD.Heart Diseases.Arrhythmias, Cardiac.Heart Block",C14.280.067.558
"CVD.Heart Diseases.Arrhythmias, Cardiac.Heart Block.Adams-Stokes Syndrome",C14.280.067.558.137
"CVD.Heart Diseases.Arrhythmias, Cardiac.Heart Block.Atrioventricular Block",C14.280.067.558.230
"CVD.Heart Diseases.Arrhythmias, Cardiac.Heart Block.Bundle-Branch Block",C14.280.067.558.323
"CVD.Heart Diseases.Arrhythmias, Cardiac.Heart Block.Interatrial Block",C14.280.067.558.430
"CVD.Heart Diseases.Arrhythmias, Cardiac.Heart Block.Sick Sinus Syndrome",C14.280.067.558.536
"CVD.Heart Diseases.Arrhythmias, Cardiac.Heart Block.Sinoatrial Block",C14.280.067.558.750
"CVD.Heart Diseases.Arrhythmias, Cardiac.Long QT Syndrome",C14.280.067.565
"CVD.Heart Diseases.Arrhythmias, Cardiac.Long QT Syndrome.Andersen Syndrome",C14.280.067.565.070
"CVD.Heart Diseases.Arrhythmias, Cardiac.Long QT Syndrome.Jervell-Lange Nielsen Syndrome",C14.280.067.565.440
"CVD.Heart Diseases.Arrhythmias, Cardiac.Long QT Syndrome.Romano-Ward Syndrome",C14.280.067.565.720
"CVD.Heart Diseases.Arrhythmias, Cardiac.Parasystole",C14.280.067.672
"CVD.Heart Diseases.Arrhythmias, Cardiac.Pre-Excitation Syndromes",C14.280.067.780
"CVD.Heart Diseases.Arrhythmias, Cardiac.Pre-Excitation Syndromes.Lown-Ganong-Levine Syndrome",C14.280.067.780.560
"CVD.Heart Diseases.Arrhythmias, Cardiac.Pre-Excitation Syndromes.Pre-Excitation, Mahaim-Type",C14.280.067.780.770
"CVD.Heart Diseases.Arrhythmias, Cardiac.Pre-Excitation Syndromes.Wolff-Parkinson-White Syndrome",C14.280.067.780.977
"CVD.Heart Diseases.Arrhythmias, Cardiac.Tachycardia",C14.280.067.845
"CVD.Heart Diseases.Arrhythmias, Cardiac.Tachycardia.Tachycardia, Paroxysmal",C14.280.067.845.695
"CVD.Heart Diseases.Arrhythmias, Cardiac.Tachycardia.Tachycardia, Reciprocating",C14.280.067.845.787
"CVD.Heart Diseases.Arrhythmias, Cardiac.Tachycardia.Tachycardia, Reciprocating.Tachycardia, Atrioventricular Nodal Reentry",C14.280.067.845.787.249
"CVD.Heart Diseases.Arrhythmias, Cardiac.Tachycardia.Tachycardia, Reciprocating.Tachycardia, Sinoatrial Nodal Reentry",C14.280.067.845.787.500
"CVD.Heart Diseases.Arrhythmias, Cardiac.Tachycardia.Tachycardia, Supraventricular",C14.280.067.845.880
"CVD.Heart Diseases.Arrhythmias, Cardiac.Tachycardia.Tachycardia, Supraventricular.Tachycardia, Ectopic Atrial",C14.280.067.845.880.315
"CVD.Heart Diseases.Arrhythmias, Cardiac.Tachycardia.Tachycardia, Supraventricular.Tachycardia, Ectopic Junctional",C14.280.067.845.880.320
"CVD.Heart Diseases.Arrhythmias, Cardiac.Tachycardia.Tachycardia, Supraventricular.Tachycardia, Sinus",C14.280.067.845.880.845
"CVD.Heart Diseases.Arrhythmias, Cardiac.Tachycardia.Tachycardia, Ventricular",C14.280.067.845.940
"CVD.Heart Diseases.Arrhythmias, Cardiac.Tachycardia.Tachycardia, Ventricular.Accelerated Idioventricular Rhythm",C14.280.067.845.940.349
"CVD.Heart Diseases.Arrhythmias, Cardiac.Tachycardia.Tachycardia, Ventricular.Torsades de Pointes",C14.280.067.845.940.700
"CVD.Heart Diseases.Arrhythmias, Cardiac.Ventricular Fibrillation",C14.280.067.922
"CVD.Heart Diseases.Arrhythmias, Cardiac.Ventricular Flutter",C14.280.067.961
CVD.Heart Diseases.Carcinoid Heart Disease,C14.280.104
CVD.Heart Diseases.Cardiac Conduction System Disease,C14.280.123
CVD.Heart Diseases.Cardiac Conduction System Disease.Brugada Syndrome,C14.280.123.250
"CVD.Heart Diseases.Cardiac Conduction System Disease.Cardiac Complexes, Premature",C14.280.123.375
"CVD.Heart Diseases.Cardiac Conduction System Disease.Cardiac Complexes, Premature.Atrial Premature Complexes",C14.280.123.375.250
"CVD.Heart Diseases.Cardiac Conduction System Disease.Cardiac Complexes, Premature.Ventricular Premature Complexes",C14.280.123.375.500
CVD.Heart Diseases.Cardiac Conduction System Disease.Heart Block,C14.280.123.500
CVD.Heart Diseases.Cardiac Conduction System Disease.Heart Block.Adams-Stokes Syndrome,C14.280.123.500.137
CVD.Heart Diseases.Cardiac Conduction System Disease.Heart Block.Atrioventricular Block,C14.280.123.500.230
CVD.Heart Diseases.Cardiac Conduction System Disease.Heart Block.Bundle-Branch Block,C14.280.123.500.323
CVD.Heart Diseases.Cardiac Conduction System Disease.Heart Block.Interatrial Block,C14.280.123.500.430
CVD.Heart Diseases.Cardiac Conduction System Disease.Heart Block.Sick Sinus Syndrome,C14.280.123.500.536
CVD.Heart Diseases.Cardiac Conduction System Disease.Heart Block.Sinoatrial Block,C14.280.123.500.750
CVD.Heart Diseases.Cardiac Conduction System Disease.Long QT Syndrome,C14.280.123.625
CVD.Heart Diseases.Cardiac Conduction System Disease.Long QT Syndrome.Andersen Syndrome,C14.280.123.625.070
CVD.Heart Diseases.Cardiac Conduction System Disease.Long QT Syndrome.Jervell-Lange Nielsen Syndrome,C14.280.123.625.440
CVD.Heart Diseases.Cardiac Conduction System Disease.Long QT Syndrome.Romano-Ward Syndrome,C14.280.123.625.720
CVD.Heart Diseases.Cardiac Conduction System Disease.Pre-Excitation Syndromes,C14.280.123.750
CVD.Heart Diseases.Cardiac Conduction System Disease.Pre-Excitation Syndromes.Lown-Ganong-Levine Syndrome,C14.280.123.750.560
"CVD.Heart Diseases.Cardiac Conduction System Disease.Pre-Excitation Syndromes.Pre-Excitation, Mahaim-Type",C14.280.123.750.770
CVD.Heart Diseases.Cardiac Conduction System Disease.Pre-Excitation Syndromes.Wolff-Parkinson-White Syndrome,C14.280.123.750.977
CVD.Heart Diseases.Cardiac Conduction System Disease.Tachycardia,C14.280.123.875
"CVD.Heart Diseases.Cardiac Conduction System Disease.Tachycardia.Tachycardia, Paroxysmal",C14.280.123.875.695
"CVD.Heart Diseases.Cardiac Conduction System Disease.Tachycardia.Tachycardia, Reciprocating",C14.280.123.875.787
"CVD.Heart Diseases.Cardiac Conduction System Disease.Tachycardia.Tachycardia, Reciprocating.Tachycardia, Atrioventricular Nodal Reentry",C14.280.123.875.787.249
"CVD.Heart Diseases.Cardiac Conduction System Disease.Tachycardia.Tachycardia, Reciprocating.Tachycardia, Sinoatrial Nodal Reentry",C14.280.123.875.787.500
"CVD.Heart Diseases.Cardiac Conduction System Disease.Tachycardia.Tachycardia, Supraventricular",C14.280.123.875.880
"CVD.Heart Diseases.Cardiac Conduction System Disease.Tachycardia.Tachycardia, Supraventricular.Tachycardia, Ectopic Atrial",C14.280.123.875.880.315
"CVD.Heart Diseases.Cardiac Conduction System Disease.Tachycardia.Tachycardia, Supraventricular.Tachycardia, Ectopic Junctional",C14.280.123.875.880.320
"CVD.Heart Diseases.Cardiac Conduction System Disease.Tachycardia.Tachycardia, Supraventricular.Tachycardia, Sinus",C14.280.123.875.880.845
"CVD.Heart Diseases.Cardiac Conduction System Disease.Tachycardia.Tachycardia, Ventricular",C14.280.123.875.940
"CVD.Heart Diseases.Cardiac Conduction System Disease.Tachycardia.Tachycardia, Ventricular.Accelerated Idioventricular Rhythm",C14.280.123.875.940.349
"CVD.Heart Diseases.Cardiac Conduction System Disease.Tachycardia.Tachycardia, Ventricular.Torsades de Pointes",C14.280.123.875.940.700
"CVD.Heart Diseases.Cardiac Output, High",C14.280.142
"CVD.Heart Diseases.Cardiac Output, Low",C14.280.148
CVD.Heart Diseases.Cardiac Tamponade,C14.280.155
CVD.Heart Diseases.Cardiomegaly,C14.280.195
"CVD.Heart Diseases.Cardiomegaly.Cardiomyopathy, Dilated",C14.280.195.160
"CVD.Heart Diseases.Cardiomegaly.Hypertrophy, Left Ventricular",C14.280.195.400
"CVD.Heart Diseases.Cardiomegaly.Hypertrophy, Right Ventricular",C14.280.195.410
CVD.Heart Diseases.Cardiomyopathies,C14.280.238
CVD.Heart Diseases.Cardiomyopathies.Arrhythmogenic Right Ventricular Dysplasia,C14.280.238.028
"CVD.Heart Diseases.Cardiomyopathies.Cardiomyopathy, Alcoholic",C14.280.238.057
"CVD.Heart Diseases.Cardiomyopathies.Cardiomyopathy, Dilated",C14.280.238.070
"CVD.Heart Diseases.Cardiomyopathies.Cardiomyopathy, Hypertrophic",C14.280.238.100
"CVD.Heart Diseases.Cardiomyopathies.Cardiomyopathy, Hypertrophic.Cardiomyopathy, Hypertrophic, Familial",C14.280.238.100.500
"CVD.Heart Diseases.Cardiomyopathies.Cardiomyopathy, Restrictive",C14.280.238.160
CVD.Heart Diseases.Cardiomyopathies.Chagas Cardiomyopathy,C14.280.238.190
CVD.Heart Diseases.Cardiomyopathies.Diabetic Cardiomyopathies,C14.280.238.235
CVD.Heart Diseases.Cardiomyopathies.Endocardial Fibroelastosis,C14.280.238.281
CVD.Heart Diseases.Cardiomyopathies.Endocardial Fibroelastosis.Isolated Noncompaction of the Ventricular Myocardium,C14.280.238.281.500
CVD.Heart Diseases.Cardiomyopathies.Endomyocardial Fibrosis,C14.280.238.406
CVD.Heart Diseases.Cardiomyopathies.Glycogen Storage Disease Type IIb,C14.280.238.458
CVD.Heart Diseases.Cardiomyopathies.Kearns-Sayre Syndrome,C14.280.238.510
CVD.Heart Diseases.Cardiomyopathies.Myocardial Reperfusion Injury,C14.280.238.615
CVD.Heart Diseases.Cardiomyopathies.Myocarditis,C14.280.238.625
CVD.Heart Diseases.Cardiomyopathies.Sarcoglycanopathies,C14.280.238.812
CVD.Heart Diseases.Endocarditis,C14.280.282
"CVD.Heart Diseases.Endocarditis.Endocarditis, Bacterial",C14.280.282.407
"CVD.Heart Diseases.Endocarditis.Endocarditis, Bacterial.Endocarditis, Subacute Bacterial",C14.280.282.407.407
"CVD.Heart Diseases.Endocarditis.Endocarditis, Non-Infective",C14.280.282.703
CVD.Heart Diseases.Heart Aneurysm,C14.280.358
CVD.Heart Diseases.Heart Arrest,C14.280.383
"CVD.Heart Diseases.Heart Arrest.Death, Sudden, Cardiac",C14.280.383.220
"CVD.Heart Diseases.Heart Arrest.Death, Sudden, Cardiac.Karoshi Death",C14.280.383.220.500
CVD.Heart Diseases.Heart Arrest.Out-of-Hospital Cardiac Arrest,C14.280.383.610
"CVD.Heart Diseases.Heart Defects, Congenital",C14.280.400
"CVD.Heart Diseases.Heart Defects, Congenital.22q11 Deletion Syndrome",C14.280.400.044
"CVD.Heart Diseases.Heart Defects, Congenital.22q11 Deletion Syndrome.DiGeorge Syndrome",C14.280.400.044.500
"CVD.Heart Diseases.Heart Defects, Congenital.Aortic Coarctation",C14.280.400.090
"CVD.Heart Diseases.Heart Defects, Congenital.Arrhythmogenic Right Ventricular Dysplasia",C14.280.400.145
"CVD.Heart Diseases.Heart Defects, Congenital.Barth Syndrome",C14.280.400.172
"CVD.Heart Diseases.Heart Defects, Congenital.Cor Triatriatum",C14.280.400.200
"CVD.Heart Diseases.Heart Defects, Congenital.Coronary Vessel Anomalies",C14.280.400.210
"CVD.Heart Diseases.Heart Defects, Congenital.Coronary Vessel Anomalies.Bland White Garland Syndrome",C14.280.400.210.249
"CVD.Heart Diseases.Heart Defects, Congenital.Coronary Vessel Anomalies.Myocardial Bridging",C14.280.400.210.500
"CVD.Heart Diseases.Heart Defects, Congenital.Crisscross Heart",C14.280.400.220
"CVD.Heart Diseases.Heart Defects, Congenital.Dextrocardia",C14.280.400.280
"CVD.Heart Diseases.Heart Defects, Congenital.Dextrocardia.Kartagener Syndrome",C14.280.400.280.500
"CVD.Heart Diseases.Heart Defects, Congenital.Ductus Arteriosus, Patent",C14.280.400.340
"CVD.Heart Diseases.Heart Defects, Congenital.Ebstein Anomaly",C14.280.400.395
"CVD.Heart Diseases.Heart Defects, Congenital.Eisenmenger Complex",C14.280.400.450
"CVD.Heart Diseases.Heart Defects, Congenital.Heart Septal Defects",C14.280.400.560
"CVD.Heart Diseases.Heart Defects, Congenital.Heart Septal Defects.Aortopulmonary Septal Defect",C14.280.400.560.098
"CVD.Heart Diseases.Heart Defects, Congenital.Heart Septal Defects.Aortopulmonary Septal Defect.Truncus Arteriosus, Persistent",C14.280.400.560.098.500
"CVD.Heart Diseases.Heart Defects, Congenital.Heart Septal Defects.Endocardial Cushion Defects",C14.280.400.560.350
"CVD.Heart Diseases.Heart Defects, Congenital.Heart Septal Defects.Heart Septal Defects, Atrial",C14.280.400.560.375
"CVD.Heart Diseases.Heart Defects, Congenital.Heart Septal Defects.Heart Septal Defects, Atrial.Foramen Ovale, Patent",C14.280.400.560.375.258
"CVD.Heart Diseases.Heart Defects, Congenital.Heart Septal Defects.Heart Septal Defects, Atrial.Lutembacher Syndrome",C14.280.400.560.375.518
"CVD.Heart Diseases.Heart Defects, Congenital.Heart Septal Defects.Heart Septal Defects, Ventricular",C14.280.400.560.540
"CVD.Heart Diseases.Heart Defects, Congenital.Heterotaxy Syndrome",C14.280.400.592
"CVD.Heart Diseases.Heart Defects, Congenital.Hypoplastic Left Heart Syndrome",C14.280.400.625
"CVD.Heart Diseases.Heart Defects, Congenital.Isolated Noncompaction of the Ventricular Myocardium",C14.280.400.660
"CVD.Heart Diseases.Heart Defects, Congenital.LEOPARD Syndrome",C14.280.400.695
"CVD.Heart Diseases.Heart Defects, Congenital.Levocardia",C14.280.400.701
"CVD.Heart Diseases.Heart Defects, Congenital.Marfan Syndrome",C14.280.400.725
"CVD.Heart Diseases.Heart Defects, Congenital.Noonan Syndrome",C14.280.400.787
"CVD.Heart Diseases.Heart Defects, Congenital.Tetralogy of Fallot",C14.280.400.849
"CVD.Heart Diseases.Heart Defects, Congenital.Transposition of Great Vessels",C14.280.400.915
"CVD.Heart Diseases.Heart Defects, Congenital.Transposition of Great Vessels.Double Outlet Right Ventricle",C14.280.400.915.300
"CVD.Heart Diseases.Heart Defects, Congenital.Tricuspid Atresia",C14.280.400.920
"CVD.Heart Diseases.Heart Defects, Congenital.Trilogy of Fallot",C14.280.400.960
"CVD.Heart Diseases.Heart Defects, Congenital.Trisomy 13 Syndrome",C14.280.400.970
"CVD.Heart Diseases.Heart Defects, Congenital.Trisomy 18 Syndrome",C14.280.400.975
"CVD.Heart Diseases.Heart Defects, Congenital.Turner Syndrome",C14.280.400.980
CVD.Heart Diseases.Heart Failure,C14.280.434
CVD.Heart Diseases.Heart Failure.Cardio-Renal Syndrome,C14.280.434.156
"CVD.Heart Diseases.Heart Failure.Dyspnea, Paroxysmal",C14.280.434.313
"CVD.Heart Diseases.Heart Failure.Edema, Cardiac",C14.280.434.482
"CVD.Heart Diseases.Heart Failure.Heart Failure, Diastolic",C14.280.434.611
"CVD.Heart Diseases.Heart Failure.Heart Failure, Systolic",C14.280.434.676
CVD.Heart Diseases.Heart Neoplasms,C14.280.459
CVD.Heart Diseases.Heart Neoplasms.Carney Complex,C14.280.459.500
CVD.Heart Diseases.Heart Rupture,C14.280.470
"CVD.Heart Diseases.Heart Rupture.Heart Rupture, Post-Infarction",C14.280.470.475
"CVD.Heart Diseases.Heart Rupture.Heart Rupture, Post-Infarction.Ventricular Septal Rupture",C14.280.470.475.900
CVD.Heart Diseases.Heart Valve Diseases,C14.280.484
CVD.Heart Diseases.Heart Valve Diseases.Aortic Valve Insufficiency,C14.280.484.095
CVD.Heart Diseases.Heart Valve Diseases.Aortic Valve Stenosis,C14.280.484.150
"CVD.Heart Diseases.Heart Valve Diseases.Aortic Valve Stenosis.Aortic Stenosis, Subvalvular",C14.280.484.150.070
"CVD.Heart Diseases.Heart Valve Diseases.Aortic Valve Stenosis.Aortic Stenosis, Subvalvular.Cardiomyopathy, Hypertrophic",C14.280.484.150.070.160
"CVD.Heart Diseases.Heart Valve Diseases.Aortic Valve Stenosis.Aortic Stenosis, Subvalvular.Cardiomyopathy, Hypertrophic.Cardiomyopathy, Hypertrophic, Familial",C14.280.484.150.070.160.500
"CVD.Heart Diseases.Heart Valve Diseases.Aortic Valve Stenosis.Aortic Stenosis, Subvalvular.Discrete Subaortic Stenosis",C14.280.484.150.070.210
"CVD.Heart Diseases.Heart Valve Diseases.Aortic Valve Stenosis.Aortic Stenosis, Supravalvular",C14.280.484.150.535
"CVD.Heart Diseases.Heart Valve Diseases.Aortic Valve Stenosis.Aortic Stenosis, Supravalvular.Williams Syndrome",C14.280.484.150.535.960
CVD.Heart Diseases.Heart Valve Diseases.Heart Valve Prolapse,C14.280.484.400
CVD.Heart Diseases.Heart Valve Diseases.Heart Valve Prolapse.Aortic Valve Prolapse,C14.280.484.400.100
CVD.Heart Diseases.Heart Valve Diseases.Heart Valve Prolapse.Mitral Valve Prolapse,C14.280.484.400.500
CVD.Heart Diseases.Heart Valve Diseases.Heart Valve Prolapse.Tricuspid Valve Prolapse,C14.280.484.400.875
CVD.Heart Diseases.Heart Valve Diseases.Mitral Valve Insufficiency,C14.280.484.461
CVD.Heart Diseases.Heart Valve Diseases.Mitral Valve Stenosis,C14.280.484.517
CVD.Heart Diseases.Heart Valve Diseases.Pulmonary Atresia,C14.280.484.640
CVD.Heart Diseases.Heart Valve Diseases.Pulmonary Valve Insufficiency,C14.280.484.660
CVD.Heart Diseases.Heart Valve Diseases.Pulmonary Valve Stenosis,C14.280.484.716
CVD.Heart Diseases.Heart Valve Diseases.Pulmonary Valve Stenosis.LEOPARD Syndrome,C14.280.484.716.525
CVD.Heart Diseases.Heart Valve Diseases.Pulmonary Valve Stenosis.Pulmonary Subvalvular Stenosis,C14.280.484.716.762
CVD.Heart Diseases.Heart Valve Diseases.Tricuspid Atresia,C14.280.484.845
CVD.Heart Diseases.Heart Valve Diseases.Tricuspid Valve Insufficiency,C14.280.484.856
CVD.Heart Diseases.Heart Valve Diseases.Tricuspid Valve Stenosis,C14.280.484.911
CVD.Heart Diseases.Myocardial Ischemia,C14.280.647
CVD.Heart Diseases.Myocardial Ischemia.Acute Coronary Syndrome,C14.280.647.124
CVD.Heart Diseases.Myocardial Ischemia.Angina Pectoris,C14.280.647.187
"CVD.Heart Diseases.Myocardial Ischemia.Angina Pectoris.Angina, Unstable",C14.280.647.187.150
"CVD.Heart Diseases.Myocardial Ischemia.Angina Pectoris.Angina, Unstable.Angina Pectoris, Variant",C14.280.647.187.150.150
"CVD.Heart Diseases.Myocardial Ischemia.Angina Pectoris.Angina, Stable",C14.280.647.187.362
